"number","formid","form.barcode","form.sampleid_no_match","form.study_type","form.p_location","form.t_location","form.s_location","form.ec_th","form.ev_way","form.ev_way_deviceID","form.neighbor","form.swab_surface","form.swab_surface_other","form..uiVersion","openrosa_headers.HTTP_X_OPENROSA_VERSION","date_header","auth_context.doc_type","auth_context.domain","form.collector_id","auth_context.user_id","X_rev","computed_modified_on_","form.meta.location..xmlns","form.ev_notes","auth_context.authenticated","form..type","initial_processing_complete","form.sample_weight","path","domain","completed_time","username","received_on","caseid","case_name","col_neigh","col_p_type_ch","col_UID"
54,"6af68bb0-d8c4-4cd5-a21b-3c92c556fc0f",291,,,,,,"10:13:00.000Z",291,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-cb6a0aeb55f1ba9a1f4f1b32da4e23ee",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-07 10:25:38","mchrisk","2016-06-07 14:05:14",,,305,,"03_03_0291"
55,"6be9b53c-bf83-4396-be00-8d9725bd8ff7",683,,,,,,"09:45:00.000Z",683,"WRI 3","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-9af3b10b6f2cffe531733bec98c25dc9",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 09:46:59","mchrisk","2016-04-21 09:47:04",,,302,"Green pepper","03_02_0683"
56,"60c05e88-7556-4dfc-86ca-e8cfbd4cec31",168,,,,,,"10:39:00.000Z",168,"WRI 5","Chorkor",88,"public latrine,  wall and door handle",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-3a00df7dd6c378693967e213383c5e2f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-10 10:43:12","cafrimpong","2016-06-03 17:11:46",,,302,,"03_07_0168"
57,"6f50c5c0-318a-42e0-b52b-37bcb1422994",872,,,,,,"10:48:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-036bb322dcc7923e33580ba5f7fe1088",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-21 10:53:22","test","2016-03-21 10:55:25",,,301,"Peper","03_02_0872"
58,"89d4ed2a-9c54-4af6-8537-2102a56a4637",263,,,,,,"10:43:00.000Z",263,"WRI4","Adabraka",,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-d9e643832f447330834c08ac5d9579fd",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-07 10:46:43","bnbboye","2016-06-07 10:48:33",,,305,,"03_03_0263"
59,"8c060bd8-f63d-4283-9349-23712927a4be",153,,,,,,"10:06:00.000Z",153,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-6099b59249c1d2d8afe53320199d41b7",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-09 10:07:42","mchrisk","2016-05-11 11:48:58",,,302,,"03_04_0153"
60,"8c4b60e9-f382-4f99-aa65-09670b804ef8",703,,,,,,"10:42:00.000Z",227,"WRI 2","Chorkor",1,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-513f9f54f87e6d3b8aba7ac22c083451",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 10:44:24","rkuddy","2016-04-26 10:44:30",,,302,,"03_07_0703"
61,"8a8828c7-b6f8-42c0-8b0f-975802fadace",298,,,,,,"10:25:00.000Z",298,"WRI 15","Adabraka",88,"Public laterine, laterine floor",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-0d319e59a77f579c45c11528973b8406",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-08 10:27:01","mchrisk","2016-06-08 10:27:09",,,305,,"03_07_0298"
62,"868764a0-ab65-4635-a74a-e2a2d1ee7bd7",464,,,,,,"10:03:00.000Z",464,"WRI 4","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-642d4a71ea7b77c7fc804819611dd315",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-04 10:04:31","mchrisk","2016-07-04 10:04:43",,,303,"Green pepper","03_02_0464"
63,"86fa39e9-dbfa-406c-845c-9ba27e8150b7",154,,,,,,"10:14:00.000Z",154,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-2b5f5177548e22fbb8cfe33ee89e4628",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-09 10:15:31","mchrisk","2016-05-11 11:49:01",,,302,,"03_04_0154"
64,"8efa7f90-21b8-4265-b433-48ac96241a88",527,,,,,,"12:05:00.000Z",27,"WRI 3","Kokomlemle",88,"public school latrine",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-05892aea6b03f8a4cf49698aad890603",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-05 12:09:20","rkuddy","2016-07-05 12:11:16",,,303,,"03_07_0527"
65,"e64e37ed-70c4-4337-9d9a-4e4e5cb040e7",840,,,,,,"10:10:00.000Z",1,"garmin","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-697fb5439859fce3d0a8f5a1667860e0",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-29 10:13:00","test","2016-06-03 16:48:49",,,301,,"03_04_0840"
66,"e027b1bb-a462-44c0-b31f-d70714e72ad8",811,,,,,,"11:21:00.000Z",26,"Sp09","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-ede02ecf00681236131b910229378b73",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-30 11:24:18","test","2016-06-03 16:51:29",,,301,"Apple","03_02_0811"
67,"e069c3d3-d378-4227-8c95-ad3ff2c2f6b2",283,,"S",,,2,"10:27:00.000Z",283,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-902d1378bd5451056afa81a8da882b8c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-20 10:31:32","mchrisk","2016-05-20 10:31:39",,,302,,"03_01_0283"
68,"e8cc7618-78ae-4057-8ce0-8c6ab740a669",229,,"S",,,4,"09:30:00.000Z",229,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-6b3b186f8d60abc459cd52ec7a042b3f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-20 09:37:27","mchrisk","2016-05-20 09:37:34",,,302,,"03_01_0229"
69,"e902bbdc-8dc9-42a4-bd88-a3acd320b7ff",480,,,,,,"13:09:00.000Z",480,"WRI 4","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-7d4bf8c34bfd1048590314a85e76bed5",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-04 13:16:01","mchrisk","2016-07-04 13:16:16",,,303,,"03_03_0480"
70,"e9be9ce8-67a1-41e8-9c12-185229ed7c57",729,,,,,,"11:20:00.000Z",7114,,"Chorkor",1,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-bfc91f09c12110c2cdd4874200d3f12f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 11:21:22","mchrisk","2016-04-27 11:48:59",,,302,,"03_07_0729"
71,"e689791c-6ec2-4283-b317-a6137c32a470",434,,,,,,"11:50:00.000Z",434,"WRI 3","Ringway",88,"Public laterine, stall floor",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-e63a042be68ff107e20ef0da4c1bc05c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-23 11:51:54","cafrimpong","2016-06-23 11:51:59",,,304,,"03_07_0434"
72,"c6336d59-b36e-46de-bab2-bb92a3a424e6",697,,,,,,"10:15:00.000Z",697,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-5bb58ef725f7ebfb7deca4ec7e858365",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 10:16:49","rkuddy","2016-04-21 10:16:53",,,302,"pepper","03_02_0697"
73,"c816c64d-b039-4565-b2a8-09f70e6478d6",127,,,,,,"13:21:00.000Z",127,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-ab8427aaea8f6dee083d23a88de66869",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-04 13:28:59","cafrimpong","2016-06-03 17:11:08",,,302,,"03_03_0127"
74,"c66047da-697b-48bf-838e-1472eb1d9269",307,,,,,,"10:58:00.000Z",307,"WRI 5","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-d19d253ed86a4b6b4440fb80525b1cf9",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-17 11:00:59","cafrimpong","2016-06-22 09:54:15",,,305,,"03_07_0307"
75,"d1991cf3-8b7b-4c87-81ff-23cd4b386325",183,,,,,,"10:13:00.000Z",183,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-62b4db13af6e45bdd7fae24d3a386344",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-11 10:14:58","cafrimpong","2016-06-03 17:12:08",,,302,,"03_08_0183"
76,"ca1e1e9d-2e2b-4c9b-b9f1-c4234992baec",858,,"P",1,,,"09:40:00.000Z",13,"Sp09","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-80171ad438e6a6ef1fe48918e44f9679",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-30 09:45:25","test","2016-06-03 16:50:31",,,301,,"03_01_0858"
77,"cd1b1c7a-c07a-431b-8b17-0cf509cb5b8e",201,,,,,,"10:04:00.000Z",201,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-860b8060f0828b3b37448308760bc2a7",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-11 21:06:36","rkuddy","2016-05-11 10:07:13",,,302,,"03_08_0201"
78,"ce86b637-5b37-41f7-ac80-a826d22d79c2",135,,,,,,"10:22:00.000Z",135,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-6431e26fa44cc46a4b0cc643792eabb9",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-05 21:24:45","rkuddy","2016-05-05 10:25:42",,,302,,"03_08_0135"
79,"d47a3c73-9349-424d-81b0-f6df3e2aece4",285,,,,,,"11:49:00.000Z",285,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-a03140b9fc1728415cdcaae4d938023a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-06 11:50:51","mchrisk","2016-06-06 11:50:59",,,305,"Tomatoes","03_02_0285"
80,"c8e0d38f-12d7-4459-8372-830b065a3243",716,,,,,,"12:13:00.000Z",8110,"WRI 3","Chorkor",1,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-79a60362864cc979ce7e646bae65d1df",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 11:15:52","cafrimpong","2016-04-26 11:15:57",,,302,,"03_07_0716"
81,"da7d8ca9-c4ef-496a-ab16-fa607e2f3461",553,,,,,,"10:51:00.000Z",553,"WRI 3","Ringway",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-cacb98e6d84269654c2b6a0f23da4848",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-08 10:53:54","rkuddy","2016-07-08 10:55:52",,,304,,"03_07_0553"
82,"d85c1887-75e1-42c0-b7be-4b86dc9f1205",561,,,,,,"11:27:00.000Z",561,"WRI 4","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-3c97d8cfeb5c07dba04d9d2662e68368",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-20 10:30:18","mchrisk","2016-07-21 14:12:01",,,303,,"03_07_0561"
83,"db3702db-0d82-43f9-834a-380a7dd4b603",706,,,,,,"11:10:00.000Z",229,"WRI 2","Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-d2c78275c5682f3f130aae374fe93b49",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 22:12:12","rkuddy","2016-04-26 11:12:48",,,302,,"03_07_0706"
84,"ef1a6384-eaaa-4c58-93c5-cfdc7428fafe",106,,,,,,"12:24:00.000Z",106,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-aa136dddf192f7a4368b6e028f5516d8",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-03 12:30:09","mchrisk","2016-05-05 15:11:24",,,302,,"03_03_0106"
85,"1d5363a8-c70e-42e3-add4-1b4a588c4c90",797,,,,,,"11:10:00.000Z",2225,"WRI 2","Chorkor",1,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-255569dcbfa619b52a49fa99fc3d3f26",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-28 22:11:09","rkuddy","2016-05-03 09:15:50",,,302,,"03_07_0797"
86,"1fc9fab2-aa60-48cc-9eee-4a1d0d0ab707",245,,"T",,2,,"07:56:00.000Z",245,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-55f62effbeb34dd5acd03f5406b2ceda",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-19 18:59:19","rkuddy","2016-05-19 07:59:56",,,302,,"03_01_0245"
87,"24dee63a-5110-428e-af79-0d4f8aadd777",570,,,,,,"10:20:00.000Z",570,"WRI 5","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-1a9eabd59119292ba1f6bbaedcfa476f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-20 10:27:28","cafrimpong","2016-07-20 10:27:36",,,303,,"03_07_0570"
88,"21a98c4e-1105-4f7b-b24c-08b24e9abbd3",546,,"S",,,12,"12:49:00.000Z",546,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-6ad35a0b978ef502a4d43e53b3b1e74d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-18 12:51:03","rkuddy","2016-07-18 12:51:13",,,303,,"03_01_0546"
89,"18ab858c-62a3-4904-95a2-ecdc2ea2b8d5",711,,,,,,"13:12:00.000Z",815,"WRI 3","Chorkor",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-ca5e515040061ee4ffc320c50269b3a6",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-25 12:16:34","mchrisk","2016-04-27 11:48:54",,,302,,"03_07_0711"
91,"03553789-464d-4c22-83e5-fde345298d86",536,,"S",,,7,"11:48:00.000Z",536,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-f552c72e883a469d9cdd88689dbf92cc",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-18 11:50:30","rkuddy","2016-07-18 11:50:41",,,303,,"03_01_0536"
92,"0ef29070-9a20-4a56-88d6-6be6356f3c19",597,,,,,,"10:01:00.000Z",597,"WRI 3","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-3d0fa2dd7e14d97343e9d5456e68e802",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-21 10:03:20","rkuddy","2016-07-21 14:15:56",,,303,,"03_07_0597"
93,"107478fa-2079-4d47-b15c-6af085f18e40",763,,,,,,"12:21:00.000Z",2212,"WRI 2","Chorkor",88,"compound floor",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-99b7494924f23a16d395cae9e40eda8c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 23:22:20","rkuddy","2016-04-26 12:22:56",,,302,,"03_07_0763"
94,"10bdedde-e34d-44e3-8ffa-c18ab738ca34",510,,,,,,"09:55:00.000Z",510,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-23f7b35f0fd18190cf80ef9ca5867577",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-04 09:56:45","rkuddy","2016-07-04 09:58:41",,,303,"red pepper","03_02_0510"
95,"0d6d7a21-1954-4537-ba09-4c5cd6805198",565,,,,,,"12:26:00.000Z",565,"WRI 0","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-2c5ed752c39a316789f071f778d508ee",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-20 11:28:02","mchrisk","2016-07-21 14:12:13",,,303,,"03_07_0565"
96,"0c99e546-9546-4ce4-8613-22f04fa6dd19",395,,,,,,"10:22:00.000Z",395,"WRI 3","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-e4438755bef8acbc6a711ed9901eaf11",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-23 10:24:09","rkuddy","2016-06-23 10:26:00",,,304,,"03_08_0395"
97,"12daaeeb-2db9-4d77-a253-bd6da796854b",532,,"S",,,3,"10:36:00.000Z",532,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-6fcd148c1132dd3668d37138f3d0443c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-18 10:39:18","rkuddy","2016-07-18 10:40:41",,,303,,"03_01_0532"
98,"137e011d-5d30-48bf-ad89-8ca8d01549fd",484,,,,,,"10:42:00.000Z",484,"WRI5","Ringway",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-4cd076b0bbac78cd4f515ea124f2e0ff",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/","sp-accra","2016-07-08 10:44:20","bnbboye","2016-07-08 10:44:27",,,304,,"03_07_0484"
99,"14fa0921-34e6-40ae-901e-da45eab5fa0e",146,,,,,,"10:13:00.000Z",146,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-d8263b2211f140119d045ac03e9d8748",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-05 10:16:14","mchrisk","2016-05-05 15:11:53",,,302,,"03_04_0146"
100,"15e18dcb-620f-4a06-aaf2-73f4571551ce",104,,,,,,"11:32:00.000Z",104,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-8d0e872bfedc8a0f2014bdf658584165",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-03 12:10:25","mchrisk","2016-05-05 15:11:19",,,302,,"03_03_0104"
101,"16b7f884-2405-404c-85e3-02ed9d86bcf6",112,,,,,,"10:31:00.000Z",112,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-bd278d209862067a9785340453613493",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-04 10:40:04","cafrimpong","2016-06-03 17:10:29",,,302,,"03_03_0112"
102,"16dedeb9-5429-421e-aa89-168e905c6028",522,,,,,,"10:44:00.000Z",522,"WRI 3","Kokomlemle",88,"Public latrine",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-3917bf8369eea2f5c3163aef3f854960",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-05 10:47:43","rkuddy","2016-07-05 10:49:40",,,303,,"03_07_0522"
103,"07187f09-0b29-4427-be97-64e7691821d7",370,,,,,,"10:31:00.000Z",370,"WRI3","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-b1b413db444a44ed83835a897f36e480",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/","sp-accra","2016-06-17 10:34:48","bnbboye","2016-06-17 10:34:54",,,305,,"03_07_0370"
104,"302bfc55-82e7-43df-92e3-3d3228e717e4",225,,"P",2,,,"11:42:00.000Z",225,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-051e44c47e32a271d2a7bd62a796840a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-19 11:47:19","mchrisk","2016-05-19 11:47:26",,,302,,"03_01_0225"
105,"373d96cf-c141-419c-9001-c3aab98cad00",839,,,,,,"10:03:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-0bd1bcce9eedad5eb18df9f865e34350",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-24 10:04:23","test","2016-03-24 10:04:28",,,301,"Tomato","03_02_0839"
